	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10
1	-60.9693050739536	-6.36112231198118	127.190267483064	121.094329415029	115.855131428706	-44.8680249917008	-36.178765408002	80.4177826245765	-3.58986012321268	-90.0860527039086
2	36.5297440246308	173.254628167138	-168.147596124835	11.3420098661747	-12.1106038409117	111.081346061338	33.4769276777008	83.4464633839764	-9.09708707247732	-76.1304991264633
3	-25.2047842303992	-82.637729198239	-25.3299585881441	52.8007422363583	90.0822938236784	86.3544265866185	127.907975941885	23.4444685748472	-56.7324962697008	159.64723673793
4	-62.9326223134012	114.220474708406	-65.5689620307569	-80.6003691269317	72.9697110195833	-38.2037269552907	-104.904631221562	-81.3609408212174	39.8595445769013	81.3369266317563
5	-7.83681345776154	35.3200082654446	157.141597679592	-25.4963548354678	-38.9576415047713	88.1256785616876	55.783692387184	-112.769133643245	13.7144605117512	-1.03212350209903
6	96.5258943243936	-196.463349565248	-40.2428349565828	27.846900552698	-15.632241625264	145.344472341494	15.3704159843715	-8.0421086510453	105.923748788213	52.9010910372011
7	16.242843010538	113.89602759803	8.83416882143461	-192.834944071732	24.3095203211955	186.047336230069	-259.670130548195	49.0806720768499	4.87562457571296	-79.2008382702493
8	6.06404270313553	-14.3568164493377	31.2438002717168	-32.1257784426006	-30.3091389431302	-15.4143227834593	-48.0381731939624	-102.295116977103	34.1132374679642	129.108975531141
9	-143.846010542079	26.5696728050049	-103.560017077386	50.6644732741947	171.307962161319	170.382938208147	-78.2239027293114	3.46678130762974	48.9072577776838	127.236490140352
10	102.722297082998	20.9361492342301	208.065900261521	-174.816234505134	-4.54646029259307	128.731251643155	201.184936253577	77.1711291890235	88.1595704823797	-106.740851219347
11	22.8478556488743	33.0760056935284	-43.5568130781597	35.6487480023335	-0.179938187306838	-86.8322402481971	68.4596409501041	122.446275327266	-89.6688474166077	-37.2974977549019
12	-32.74090307675	45.2711426306027	217.065568739467	66.0632891325086	62.4953456323414	-4.70569101785693	29.4470539417871	155.362425252892	278.69815685377	-8.75233118609533
13	37.2035086290933	82.363818413669	248.774289755853	150.6943321798	-52.229153629258	259.598112273538	57.747470420357	-1.4473296237734	160.900434467705	122.413486051553
14	-2.57405064433537	-244.726619601974	125.416029874851	16.353366609409	-155.257418993455	169.386866447755	218.341692757567	-143.792260595943	128.289417843625	23.3262264767679
15	-33.4086114489603	32.113346483957	111.855821277246	195.090749791113	-37.966440607108	102.543899016165	77.0411130657064	61.5860526208562	-104.367649922804	31.9658059557607
16	-29.7864067942596	191.744281856582	-73.2608021525565	122.625569293086	-90.8595760099172	-99.4125666425973	60.856437229971	-18.8084068436921	-32.5880052772677	31.4740840559508
17	-5.57429761858154	117.568741503848	156.500554984191	155.549267063247	-88.4219408442994	54.9751724245984	3.92903611310607	64.088205069442	-24.2269778258329	122.771597396142
